Time (s),Position (m)
8.850000,31.711763
8.860000,31.583242
8.870000,31.454351
8.880000,31.325088
8.890000,31.195455
8.900000,31.065450
8.910000,30.935075
8.920000,30.804328
8.930000,30.673211
8.940000,30.541722
8.950000,30.409863
8.960000,30.277632
8.970000,30.145031
8.980000,30.012058
8.990000,29.878715
9.000000,29.745000
9.010000,29.610915
9.020000,29.476458
9.030000,29.341631
9.040000,29.206432
9.050000,29.070863
9.060000,28.934922
9.070000,28.798611
9.080000,28.661928
9.090000,28.524875
9.100000,28.387450
9.110000,28.249655
9.120000,28.111488
9.130000,27.972951
9.140000,27.834042
9.150000,27.694763
9.160000,27.555112
9.170000,27.415091
9.180000,27.274698
9.190000,27.133935
9.200000,26.992800
9.210000,26.851295
9.220000,26.709418
9.230000,26.567171
9.240000,26.424552
9.250000,26.281563
9.260000,26.138202
9.270000,25.994471
9.280000,25.850368
9.290000,25.705895
9.300000,25.561050
9.310000,25.415835
9.320000,25.270248
9.330000,25.124291
9.340000,24.977962
9.350000,24.831263
9.360000,24.684192
9.370000,24.536751
9.380000,24.388938
9.390000,24.240755
9.400000,24.092200
9.410000,23.943275
9.420000,23.793978
9.430000,23.644311
9.440000,23.494272
9.450000,23.343863
9.460000,23.193082
9.470000,23.041931
9.480000,22.890408
9.490000,22.738515
9.500000,22.586250
9.510000,22.433615
9.520000,22.280608
9.530000,22.127231
9.540000,21.973482
9.550000,21.819363
9.560000,21.664872
9.570000,21.510011
9.580000,21.354778
9.590000,21.199175
9.600000,21.043200
9.610000,20.886855
9.620000,20.730138
9.630000,20.573051
9.640000,20.415592
9.650000,20.257763
9.660000,20.099562
9.670000,19.940991
9.680000,19.782048
9.690000,19.622735
9.700000,19.463050
9.710000,19.302995
9.720000,19.142568
9.730000,18.981771
9.740000,18.820602
9.750000,18.659063
9.760000,18.497152
9.770000,18.334871
9.780000,18.172218
9.790000,18.009195
9.800000,17.845800
9.810000,17.682035
9.820000,17.517898
9.830000,17.353391
9.840000,17.188512
9.850000,17.023263
9.860000,16.857642
9.870000,16.691651
9.880000,16.525288
9.890000,16.358555
9.900000,16.191450
9.910000,16.023975
9.920000,15.856128
9.930000,15.687911
9.940000,15.519322
9.950000,15.350363
9.960000,15.181032
9.970000,15.011331
9.980000,14.841258
9.990000,14.670815
10.000000,14.500000
10.010000,14.328815
10.020000,14.157258
10.030000,13.985331
10.040000,13.813032
10.050000,13.640363
10.060000,13.467322
10.070000,13.293911
10.080000,13.120128
10.090000,12.945975
10.100000,12.771450
10.110000,12.596555
10.120000,12.421288
10.130000,12.245651
10.140000,12.069642
10.150000,11.893263
10.160000,11.716512
10.170000,11.539391
10.180000,11.361898
10.190000,11.184035
10.200000,11.005800
10.210000,10.827195
10.220000,10.648218
10.230000,10.468871
10.240000,10.289152
10.250000,10.109063
10.260000,9.928602
10.270000,9.747771
10.280000,9.566568
10.290000,9.384995
10.300000,9.203050
10.310000,9.020735
10.320000,8.838048
10.330000,8.654991
10.340000,8.471562
10.350000,8.287763
10.360000,8.103592
10.370000,7.919051
10.380000,7.734138
10.390000,7.548855
10.400000,7.363200
10.410000,7.177175
10.420000,6.990778
10.430000,6.804011
10.440000,6.616872
10.450000,6.429363
10.460000,6.241482
10.470000,6.053231
10.480000,5.864608
10.490000,5.675615
10.500000,5.486250
10.510000,5.296515
10.520000,5.106408
10.530000,4.915931
10.540000,4.725082
10.550000,4.533863
10.560000,4.342272
10.570000,4.150311
10.580000,3.957978
10.590000,3.765275
10.600000,3.572200
10.610000,3.378755
10.620000,3.184938
10.630000,2.990751
10.640000,2.796192
10.650000,2.601263
10.660000,2.405962
10.670000,2.210291
10.680000,2.014248
10.690000,1.817835
10.700000,1.621050
10.710000,1.423895
10.720000,1.226368
10.730000,1.028471
10.740000,0.830202
10.750000,0.631563
10.760000,0.432552
10.770000,0.233171
10.780000,0.033418
10.790000,0.000000
