Time (s),Position (m)
0.000000,0.000000
0.010000,0.186300
0.020000,0.345200
0.030000,0.476700
0.040000,0.580800
0.050000,0.657500
0.060000,0.706800
0.070000,0.728700
0.080000,0.723200
0.090000,0.690300
0.100000,0.630000
0.110000,0.542300
0.120000,0.427200
0.130000,0.284700
0.140000,0.114800
0.150000,0.000000
